Majority protein IDs,Protein ID,logFC,Foldchange,PValue,FDR,Gene names,C1,C2,C3,C4,C5,average_C_lfq,R1,R2,R3,R4,R5,average_R_lfq,MS/MS count C1,MS/MS count C2,MS/MS count C3,MS/MS count C4,MS/MS count C5,MS_C_average,MS/MS count R1,MS/MS count R2,MS/MS count R3,MS/MS count R4,MS/MS count R5,MS_R_average
M0RAD5,M0RAD5,-1.738508669,0.299679298,0.272806542,0.999921583,Clpp,43173000,32297000,34786000,35712000,34226000,36038800,0,27666000,0,26855000,0,10904200,3,5,4,4,5,4.2,2,3,3,4,2,2.8
M0RAM5;P04041;Q6PDW8,M0RAM5,-0.027439242,0.981160295,0.985793016,0.999921583,Gpx1,197120000,198600000,188650000,189080000,167520000,188194000,212240000,185780000,152680000,177120000,192740000,184112000,17,12,14,14,15,14.4,17,15,16,8,11,13.4
M0RAP5,M0RAP5,1.16691071,2.245303875,0.454872048,0.999921583,Sbf1,0,0,0,48923000,35429000,16870400,48067000,0,42241000,48906000,49870000,37816800,0,0,0,3,5,1.6,5,2,4,6,3,4
M0RAY0;Q3KRC5,M0RAY0,-0.173067553,0.886954773,0.910601582,0.999921583,Dus3l,29238000,31415000,41355000,0,25660000,25533600,31298000,0,29865000,26620000,24810000,22518600,3,7,7,2,4,4.6,3,3,3,2,5,3.2
M0RB60;D3ZD84,M0RB60,2.827038605,7.096160324,0.086706265,0.999921583,Lrig1,0,16822000,0,0,0,3364400,23415000,23540000,23090000,22458000,25922000,23685000,0,2,0,0,2,0.8,3,2,2,5,6,3.6
M0RBF0;A0A0G2JZI0;O88453;A0A0G2JW97,M0RBF0,0.011951529,1.008318577,0.993811655,0.999921583,Safb,156440000,163930000,172290000,179570000,201680000,174782000,180650000,160200000,169380000,194560000,174480000,175854000,9,14,10,15,18,13.2,11,9,9,13,8,10
M0RBH9,M0RBH9,-0.635119309,0.643887564,0.681425303,0.999921583,Gas1,83685000,66638000,62769000,53353000,53732000,64035400,0,64466000,45953000,49592000,46323000,41266800,4,8,7,9,9,7.4,0,6,4,2,5,3.4
M0RBI3;D4A5Y6;B5DFB7;A0A0G2K1A0,M0RBI3,0.043386481,1.030529983,0.977538184,0.999921583,LOC102553099;Naa50,40735000,36058000,41086000,33303000,38528000,37942000,49199000,40783000,31732000,36049000,37148000,38982200,7,6,8,9,6,7.2,9,8,6,4,4,6.2
M0RC60;D3ZNV6,M0RC60,-1.718056127,0.303957995,0.278187409,0.999921583,LOC100910164;Elmod2,11515000,16493000,16326000,0,16570000,12180800,0,8089100,10442000,0,0,3706220,3,5,6,2,3,3.8,0,2,2,0,0,0.8
M0RC65,M0RC65,-0.04031429,0.972443078,0.979128272,0.999921583,Cfl2,109500000,99314000,104520000,101770000,95628000,102146400,117920000,107280000,84069000,95706000,90533000,99101600,10,11,14,4,10,9.8,8,8,8,5,7,7.2
M0RC99,M0RC99,-0.633681551,0.644529568,0.682101591,0.999921583,Rab5a,96227000,90821000,94545000,79907000,83824000,89064800,102440000,89244000,0,0,92660000,56868800,5,6,8,5,10,6.8,6,6,2,3,9,5.2
M0RCH6;D4A9Z8,M0RCH6,-0.403146485,0.756207213,0.793937512,0.999921583,Chmp4b;Chmp4bl1,29658000,24305000,39067000,50634000,33030000,35338800,22003000,24790000,26607000,29764000,30268000,26686400,5,2,5,6,7,5,4,2,2,3,5,3.2
M0RCP2,M0RCP2,0.04721531,1.033268583,0.975556623,0.999921583,Sh3pxd2b,17937000,18267000,19460000,21510000,21416000,19718000,20049000,18370000,20169000,24330000,18810000,20345600,2,3,3,3,3,2.8,3,2,2,3,2,2.4
M0RCX0,M0RCX0,-2.04268644,0.242711363,0.202044578,0.999921583,Pcbd2,7738800,9109500,11287000,0,0,5627060,6738500,0,0,0,0,1347700,2,2,3,0,0,1.4,2,0,0,0,0,0.4
M0RCY2;P62278,M0RCY2,0.02999446,1.021008205,0.984470205,0.999921583,LOC683961;Rps13,802630000,718140000,821510000,708660000,675390000,745266000,856500000,719240000,724270000,701130000,792180000,758664000,34,29,30,22,22,27.4,22,23,21,20,16,20.4
M0RD20;Q64537,M0RD20,0.380011986,1.301352667,0.805483782,0.999921583,Capns1,75495000,73705000,95127000,91099000,90922000,85269600,124530000,116110000,101840000,107010000,104030000,110704000,11,12,15,7,10,11,16,13,10,8,11,11.6
M0RD75;P62755,M0RD75,0.101296387,1.072736977,0.947592586,0.999921583,Rps6,429310000,415880000,372530000,323500000,430940000,394432000,396870000,432400000,335560000,463150000,481880000,421972000,27,26,17,16,19,21,23,22,20,16,19,20
M0RDD7;Q498T2-2;Q498T2,M0RDD7,-0.08888462,0.940249396,0.954005326,0.999921583,Chtop,44648000,41344000,50636000,35795000,55339000,45552400,50116000,43859000,33697000,38949000,46729000,42670000,7,5,5,5,6,5.6,2,6,4,3,2,3.4
M0RDJ3;Q63184,M0RDJ3,0.516934032,1.430911089,0.737944061,0.999921583,Eif2ak2,64227000,0,74561000,73470000,0,42451600,0,75918000,81353000,54772000,91918000,60792200,2,2,3,6,0,2.6,3,3,4,7,3,4
M0RDM4;K7R8M0;G3V9C0;D3ZVK7;A9UMV8;Q4FZT6;P0C170;P0C169;Q6I8Q6;M0RCL5;P02262;Q64598;Q00728,M0RDM4,-0.340990891,0.789498871,0.825067752,0.999921583,LOC680322;Hist1h2ao;Hist1h2ac;Hist1h2ak;H2afj;Hist1h2af;LOC100910554,1.22E+10,8079200000,1.77E+10,9144200000,9383200000,11301920000,1.09E+10,8426900000,8943500000,5783500000,1.03E+10,8882180000,275,200,256,197,166,218.8,227,223,202,197,182,206.2
M0RDU8;Q6P7B9,M0RDU8,0.247866848,1.187450067,0.872285441,0.999921583,LOC100912469;Scd2,86242000,73848000,72813000,72990000,109750000,83128600,98062000,109700000,110620000,82723000,91277000,98476400,7,6,8,4,6,6.2,10,10,9,10,6,9
M3ZCQ2;F1LNJ2,M3ZCQ2,0.005978262,1.004152413,0.996904508,0.999921583,Snrnp200,676690000,567640000,5.97E+08,701620000,762200000,661030000,611240000,625630000,650690000,751130000,674800000,662698000,59,59,53,68,83,64.4,43,46,48,58,42,47.4
O08557,O08557,-0.056349268,0.961694606,0.970830183,0.999921583,Ddah1,1004100000,1.09E+09,849160000,1033700000,942490000,984090000,867660000,1017500000,838370000,930540000,1.07E+09,944014000,57,48,53,51,41,50,49,47,44,36,31,41.4
O08618;Q6AZ40,O08618,-0.153769833,0.898898525,0.920529775,0.999921583,Prpsap2,115170000,134420000,107090000,116830000,136630000,122028000,102970000,118040000,117390000,104900000,103980000,109456000,21,18,16,12,11,15.6,8,15,13,8,8,10.4
O08623;O08623-2;A0A0H2UHB5;O08623-3,O08623,-0.74029163,0.598618334,0.632777991,0.999921583,Sqstm1,70157000,65583000,53818000,63913000,54710000,61636200,32190000,34677000,41071000,40011000,36273000,36844400,11,13,10,9,10,10.6,3,6,4,4,4,4.2
O08629,O08629,-0.268844007,0.829984324,0.861596508,0.999921583,Trim28,976300000,1164600000,1237500000,1198700000,1185700000,1152560000,904270000,888260000,972310000,1041100000,966860000,954560000,44,53,47,56,55,51,36,38,41,50,42,41.4
O08651,O08651,-0.475902333,0.719016941,0.757972542,0.999921583,Phgdh,3150700000,2431600000,2.70E+09,2304400000,2179900000,2552720000,1946400000,1909700000,1811700000,1808100000,1.68E+09,1831980000,96,90,94,82,84,89.2,63,63,53,60,52,58.2
O08658,O08658,-2.196610672,0.218149539,0.172437074,0.999921583,Nup88,0,16849000,21055000,16400000,16731000,14207000,0,0,0,15695000,0,3139000,3,3,4,3,2,3,0,0,0,2,2,0.8
O08700,O08700,-1.082856691,0.472093102,0.487223731,0.999921583,Vps45,65942000,84082000,61377000,40404000,37618000,57884600,31165000,40265000,27474000,15977000,21346000,27245400,9,12,11,11,7,10,4,6,7,4,4,5
O08984,O08984,-0.392147483,0.761994514,0.7994208,0.999921583,Lbr,133670000,96692000,92856000,72681000,84327000,96045200,93167000,79435000,67278000,58289000,66681000,72970000,8,6,6,8,9,7.4,4,4,6,5,5,4.8
O35095,O35095,-1.534157783,0.345280848,0.330287663,0.999921583,Ncdn,0,11404000,0,12097000,13128000,7325800,12494000,0,0,0,0,2498800,2,3,0,3,4,2.4,4,3,0,0,0,1.4
O35112,O35112,-2.83050109,0.140583473,0.08636683,0.999921583,Alcam,33063000,46282000,55743000,44087000,47155000,45266000,0,0,31869000,0,0,6373800,4,7,9,7,7,6.8,0,0,3,0,0,0.6
O35179,O35179,-1.884165387,0.270900435,0.236797444,0.999921583,Sh3gl2,9846000,11635000,10721000,0,11563000,8753000,0,11889000,0,0,0,2377800,4,3,3,2,4,3.2,0,3,0,0,0,0.6
O35244,O35244,-0.539268939,0.688119514,0.727125638,0.999921583,Prdx6,3.18E+09,3206500000,2671300000,2592500000,2497400000,2828740000,2047200000,2126400000,1780100000,1815800000,1938400000,1941580000,188,140,119,113,128,137.6,90,82,70,52,68,72.4
O35264,O35264,-0.191182624,0.875887434,0.901296303,0.999921583,Pafah1b2,176540000,191560000,187580000,180930000,162130000,179748000,159990000,157320000,137320000,145670000,184310000,156922000,15,14,16,12,10,13.4,13,14,5,7,11,10
O35274;B1H262,O35274,0.171216987,1.126007929,0.911552996,0.999921583,Ppp1r9b,209290000,252210000,253810000,261270000,252440000,245804000,246850000,282960000,265520000,321860000,264650000,276368000,13,23,19,28,23,21.2,20,19,15,25,12,18.2
O35303-5;O35303-4;O35303;O35303-6;O35303-3,O35303-5,0.066428805,1.047121466,0.965615812,0.999921583,Dnm1l,266360000,308660000,314790000,300100000,301090000,298200000,307470000,309820000,310580000,305890000,323450000,311442000,20,29,25,28,28,26,26,22,23,25,22,23.6
O35346;A0A0G2KAT5,O35346,-0.200138585,0.870466942,0.896701461,0.999921583,Ptk2,124420000,127850000,123460000,128150000,161590000,133094000,121320000,121220000,119610000,117420000,98638000,115641600,10,12,10,12,13,11.4,7,7,8,13,9,8.8
O35353;Q45QL2;A0A0G2K8M9,O35353,-0.128730119,0.914636172,0.933432935,0.999921583,Gnb4,17009000,16723000,21160000,17028000,17805000,17945000,17972000,10621000,16391000,18661000,18174000,16363800,7,3,3,4,3,4,3,5,3,3,3,3.4
O35509;A0A0G2JZR4;P62494,O35509,0.053177564,1.037547628,0.972471284,0.999921583,Rab11b;Rab11a,841050000,721700000,8.03E+08,720310000,710710000,759354000,809400000,753590000,726990000,776540000,862060000,785716000,38,31,38,25,27,31.8,27,37,25,29,26,28.8
O35532,O35532,0.484441203,1.399043871,0.753788646,0.999921583,Msmo1,64676000,51297000,53753000,54051000,55914000,55938200,83792000,89438000,75132000,70303000,71831000,78099200,8,7,9,8,5,7.4,8,8,4,8,8,7.2
O35550;G3V9J7,O35550,-2.424566242,0.186265677,0.135384493,0.999921583,Rabep1,20282000,18611000,0,0,17199000,11218400,0,10486000,0,0,0,2097200,3,5,3,3,2,3.2,2,2,0,0,0,0.8
O35567,O35567,-0.246783726,0.84277316,0.87283809,0.999921583,Atic,1457200000,1652500000,1458600000,917900000,1270900000,1351420000,1481100000,1137100000,1146100000,946290000,964650000,1135048000,56,66,74,74,74,68.8,59,61,65,68,58,62.2
O35760;A0A0H2UHN2,O35760,0.395495508,1.315394468,0.797750483,0.999921583,Idi1,82287000,82040000,87991000,65620000,0,63587600,94405000,86470000,77743000,65154000,93094000,83373200,10,9,9,9,4,8.2,5,7,5,4,10,6.2
O35792;O08769,O35792,-1.995042718,0.250860509,0.212020994,0.999921583,Cdkn1b,14976000,14048000,15882000,0,0,8981200,0,11305000,0,0,0,2261000,4,3,3,0,0,2,0,3,0,0,0,0.6
O35796,O35796,-0.357585296,0.780469795,0.816723255,0.999921583,C1qbp,498130000,539210000,506730000,480240000,517190000,508300000,413630000,494800000,270110000,365050000,433980000,395514000,33,34,38,30,23,31.6,21,19,16,11,12,15.8
O35814,O35814,-0.239644516,0.846953978,0.876482544,0.999921583,Stip1,1257800000,1558800000,1.35E+09,760200000,1256300000,1235820000,1407100000,1171600000,932380000,803460000,898410000,1042590000,28,55,43,54,57,47.4,51,54,48,53,51,51.4
O35820,O35820,-1.374142305,0.385781989,0.381185,0.999921583,Dnph1,19916000,21942000,25769000,22688000,27326000,23528200,24570000,0,0,20802000,0,9074400,6,5,5,2,5,4.6,4,2,0,2,4,2.4
O35821,O35821,-0.126735313,0.915901709,0.934461786,0.999921583,Mybbp1a,397260000,401270000,420270000,478590000,474360000,434350000,362020000,363990000,409820000,478070000,372830000,397346000,36,37,38,40,40,38.2,27,28,34,31,26,29.2
O35828;A0A0G2K9F9;A0A0A0MXU2,O35828,0.196096831,1.145594786,0.898774598,0.999921583,Coro7,105220000,118290000,118990000,127900000,115360000,117152000,108560000,137830000,128370000,147860000,147160000,133956000,15,17,17,22,19,18,10,11,13,16,14,12.8
O35964,O35964,0.909158822,1.877950221,0.558393249,0.999921583,Sh3gl1,79837000,88034000,76530000,65215000,77513000,77425800,103440000,152320000,131430000,215430000,124410000,145406000,8,10,9,7,6,8,11,12,8,6,8,9
O35987;A0A0G2K911,O35987,0.350100407,1.274649336,0.820484163,0.999921583,Nsfl1c,246090000,279060000,290850000,342180000,286450000,288926000,316670000,422090000,377760000,341010000,380250000,367556000,26,22,24,28,18,23.6,23,24,27,20,17,22.2
O54861,O54861,-0.289302416,0.818297633,0.851199705,0.999921583,Sort1,35081000,35773000,31766000,35201000,35091000,34582400,23636000,28930000,28125000,36528000,24215000,28286800,5,6,4,7,4,5.2,2,5,3,3,4,3.4
O54924,O54924,-0.538854069,0.688317422,0.727325841,0.999921583,Exoc8,0,17720000,18982000,24052000,20996000,16350000,18879000,20440000,0,17027000,0,11269200,2,5,4,8,4,4.6,7,4,3,4,0,3.6
O55096,O55096,0.488727877,1.403207026,0.751691348,0.999921583,Dpp3,143940000,169280000,168130000,178830000,139510000,159938000,201190000,217280000,246750000,2.27E+08,227700000,223984000,9,14,13,18,13,13.4,13,16,18,17,12,15.2
O55215;O55211;A0A0U1RVI9;P27952;O55214;O55212;E9PT76;A0A0G2KB28;D3ZIY7;D3ZT78,O55215,0.033881269,1.023762643,0.982458138,0.999921583,Rps2-ps6;Rps2;LOC100359960;Gm8225,1080800000,1046700000,861750000,940410000,974470000,980826000,1050200000,1123600000,940970000,1019100000,878300000,1002434000,63,49,40,38,44,46.8,52,47,41,34,34,41.6
O70187;O70186;O70185,O70187,-0.588575679,0.664999113,0.703464352,0.999921583,Nfib,70992000,67826000,90901000,87519000,75100000,78467600,53600000,48807000,54867000,59048000,44260000,52116400,9,7,10,9,11,9.2,6,5,6,5,9,6.2
O70196;A0A0G2K1M8,O70196,0.069049955,1.049025651,0.964260097,0.999921583,Prep,389770000,479670000,493420000,413610000,466460000,448586000,487630000,543880000,478930000,398860000,437230000,469306000,30,29,30,32,29,30,29,25,38,29,28,29.8
O70257;M0R930;A0A0G2K6Y9,O70257,-0.882934783,0.542263217,0.569622309,0.999921583,Stx7;LOC100910446,20930000,23272000,22173000,27688000,25022000,23817000,0,18263000,0,26950000,19440000,12930600,6,4,5,7,5,5.4,2,5,0,4,0,2.2
O70509;D3ZGF1;F1LSA1;O08779;P26051-2;P26051,O70509,2.289612499,4.889247706,0.156388471,0.999921583,Cd44,104690000,126540000,119360000,125890000,95303000,114356600,582720000,527770000,586310000,598460000,495560000,558164000,6,6,3,6,3,4.8,18,16,17,19,20,18
O70593,O70593,0.275938176,1.210781197,0.857988095,0.999921583,Sgta,51711000,59232000,71073000,75366000,71899000,65856200,65895000,107620000,80349000,76495000,67918000,79655400,10,9,5,8,8,8,6,7,11,7,7,7.6
O88267;A0A0G2K7Z3,O88267,-0.794541959,0.576526186,0.6083572,0.999921583,Acot1,599160000,594920000,535260000,598350000,586920000,582922000,288200000,317080000,381430000,341820000,348560000,335418000,49,52,38,48,45,46.4,26,28,23,24,21,24.4
O88321,O88321,-0.035763467,0.975515386,0.981483834,0.999921583,Psmd4,199460000,177390000,176300000,192380000,179920000,185090000,159680000,172580000,204020000,204380000,161260000,180384000,19,18,17,19,18,18.2,19,14,14,13,12,14.4
O88350,O88350,-0.212553046,0.863008667,0.890338819,0.999921583,Rbbp9,40510000,42467000,38617000,35580000,43012000,40037200,40406000,34483000,30311000,35521000,31607000,34465600,6,4,7,3,4,4.8,5,5,4,3,8,5
O88377,O88377,0.358966767,1.282507059,0.816029635,0.999921583,Pip4k2b,25653000,16244000,15087000,17830000,13932000,17749200,18815000,26922000,24071000,22069000,21842000,22743800,3,4,4,2,2,3,6,8,6,4,3,5.4
O88550,O88550,0.57582315,1.490527662,0.70955403,0.999921583,Casp7,5969000,6796700,5435900,7552500,0,5150820,0,14115000,10783000,13809000,0,7741400,2,2,2,2,2,2,0,3,2,3,0,1.6
O88656,O88656,1.235765079,2.355062062,0.429421683,0.999921583,Arpc1b,126390000,138620000,128360000,139010000,131240000,132724000,303500000,326320000,321080000,321070000,288170000,312028000,16,15,15,12,14,14.4,20,24,20,20,21,21
O88664,O88664,-2.674111867,0.156679478,0.102964647,0.999921583,Taok1,23176000,27332000,31764000,32817000,34512000,29920200,0,23547000,0,0,0,4709400,4,7,4,4,6,5,0,2,3,4,0,1.8
O88767;Q5BKC3,O88767,-0.385116704,0.765717055,0.802931774,0.999921583,Park7,738380000,802310000,846860000,639890000,778640000,761216000,751610000,532220000,471570000,611920000,538240000,581112000,39,38,32,23,24,31.2,30,33,21,10,14,21.6
O88794,O88794,-0.362065688,0.77804975,0.81447411,0.999921583,Pnpo,17445000,15771000,18292000,0,16874000,13676400,20844000,17281000,0,0,14537000,10532400,6,4,3,0,3,3.2,3,2,0,0,2,1.4
O88989,O88989,0.055190645,1.038996392,0.971429661,0.999921583,Mdh1,1427800000,1374900000,1165900000,1366600000,1276600000,1322360000,1361100000,1463300000,1374600000,1519500000,1.14E+09,1372500000,55,55,47,46,46,49.8,44,51,40,38,36,41.8
O89035,O89035,0.399673014,1.319208879,0.795667887,0.999921583,Slc25a10,39991000,33087000,36057000,32267000,43322000,36944800,56367000,57634000,37533000,46693000,44871000,48619600,6,6,5,7,6,6,6,9,5,6,4,6
P00173-2;P00173,P00173-2,0.488165041,1.402659703,0.751966602,0.999921583,Cyb5a,77124000,70187000,89691000,69591000,82241000,77766800,137700000,108030000,92575000,99178000,106140000,108724600,6,7,6,6,9,6.8,11,6,6,9,8,8
P00388,P00388,0.156759636,1.114780472,0.918990625,0.999921583,Por,468010000,579450000,577640000,576830000,578360000,556058000,628380000,675430000,628470000,534750000,623740000,618154000,23,34,36,39,43,35,32,32,35,38,27,32.8
P00507,P00507,-0.061499201,0.958267802,0.968165813,0.999921583,Got2,1039800000,1227700000,9.48E+08,1117300000,1098300000,1086220000,943500000,1088300000,1151600000,1043500000,968540000,1039088000,58,61,62,48,51,56,47,56,46,42,46,47.4
P01041,P01041,0.260729535,1.198084393,0.865727939,0.999921583,Cstb,92166000,77710000,114380000,93394000,87819000,93093800,131060000,75960000,129370000,93475000,125690000,111111000,8,9,7,4,6,6.8,7,8,6,4,6,6.2
P04166,P04166,0.108450771,1.078069936,0.943897889,0.999921583,Cyb5b,109650000,100210000,107820000,112360000,93989000,104805800,132180000,111940000,105210000,86093000,127460000,112576600,13,13,10,8,10,10.8,11,12,8,2,10,8.6
P04182,P04182,-0.885956295,0.541128715,0.568322463,0.999921583,Oat,899170000,1021900000,842280000,870070000,905250000,907734000,433100000,517980000,525770000,462650000,510680000,490036000,62,60,59,52,48,56.2,31,23,26,20,28,25.6
P04631,P04631,-0.692358323,0.618841424,0.654743335,0.999921583,S100b,826500000,773300000,612230000,510390000,534090000,651302000,343830000,393720000,565270000,353750000,355210000,402356000,21,25,23,19,22,22,12,17,9,19,8,13
P04636;Q0QF43,P04636,-0.182504693,0.881171847,0.90575211,0.999921583,Mdh2,3833500000,4115700000,3262100000,3634100000,3718500000,3712780000,3.31E+09,3523200000,3154900000,3194200000,3144100000,3264480000,112,103,98,87,91,98.2,84,87,67,61,77,75.2
P04762,P04762,-0.35965541,0.779350707,0.815683937,0.999921583,Cat,781280000,756520000,581390000,435720000,492880000,609558000,522660000,472950000,436860000,452310000,483460000,473648000,35,48,44,46,40,42.6,32,38,35,33,22,32
P04785,P04785,0.4978785,1.412135473,0.747221335,0.999921583,P4hb,2396600000,1786800000,1686400000,1363200000,1432400000,1733080000,2606300000,2.59E+09,2621200000,2196300000,2196800000,2442320000,61,92,79,73,76,76.2,85,97,95,92,107,95.2
P04797;M0R590;D3ZGY4;M0R660;Q0QEU1,P04797,-0.183558774,0.880528268,0.905210693,0.999921583,Gapdh;LOC685186;Gapdh-ps2;RGD1565368;GAPDH,1.88E+10,2.04E+10,1.57E+10,1.48E+10,1.72E+10,17381800000,1.61E+10,1.60E+10,1.69E+10,1.38E+10,1.35E+10,15269400000,540,454,416,411,354,435,392,364,392,307,256,342.2
P04905;Q6LDP3;G3V983;B6DYQ1,P04905,-0.253806623,0.838680593,0.869256017,0.999921583,Gstm1,1347300000,1238400000,1227500000,1094900000,1069500000,1195520000,1086100000,954750000,956230000,977250000,1025600000,999986000,82,72,66,62,63,69,61,57,62,59,57,59.2
P04961,P04961,-0.419715138,0.747572219,0.785699612,0.999921583,Pcna,428270000,434590000,382500000,415250000,403290000,412780000,305330000,342490000,279160000,315610000,297370000,307992000,31,29,26,25,23,26.8,17,19,20,14,19,17.8
P05065;Q6AY07,P05065,0.247617459,1.187244818,0.872412682,0.999921583,Aldoa;Aldoart2,4529600000,5403100000,4312300000,4961500000,4807800000,4802860000,5368300000,5782800000,6245600000,5.71E+09,5354100000,5691360000,164,164,162,139,146,155,173,170,164,132,125,152.8
P05197,P05197,0.371408011,1.29361473,0.809790524,0.999921583,Eef2,5898200000,7281800000,7.31E+09,7418400000,6689400000,6919160000,8.17E+09,8709200000,9612400000,9.97E+09,8232600000,8937240000,246,354,347,352,321,324,271,331,303,366,281,310.4
P05370,P05370,0.348709001,1.273420594,0.821183821,0.999921583,G6pdx,985740000,790030000,764610000,598110000,600940000,747886000,1077500000,934120000,1029500000,822420000,886020000,949912000,36,53,49,54,50,48.4,61,64,56,51,47,55.8
P05708,P05708,-0.110411037,0.926324106,0.942885797,0.999921583,Hk1,1686900000,1939700000,1978600000,2040500000,1954100000,1919960000,1573900000,1763700000,1803700000,1969900000,1.77E+09,1775440000,74,94,82,94,92,87.2,64,63,66,93,72,71.6
P05942,P05942,0.801218492,1.742572272,0.605384684,0.999921583,S100a4,13762000,0,22628000,0,0,7278000,24994000,0,0,20314000,17728000,12607200,3,0,4,0,2,1.8,2,3,0,4,2,2.2
P05982,P05982,0.275331233,1.210271928,0.858296682,0.999921583,Nqo1,825290000,813080000,765870000,849220000,778420000,806376000,956630000,1075800000,851650000,968560000,1016200000,973768000,43,32,40,35,27,35.4,42,28,27,21,27,29
P06302,P06302,-0.571568622,0.672884772,0.711590256,0.999921583,Ptma,178210000,177670000,303150000,227180000,214630000,220168000,209020000,0,147950000,158490000,220780000,147248000,9,11,14,12,11,11.4,14,3,5,10,9,8.2
P06685,P06685,-0.069770095,0.952789821,0.963887646,0.999921583,Atp1a1,1033500000,1.21E+09,1183600000,1328600000,1114400000,1173820000,1019800000,1080900000,1.15E+09,1247200000,1084400000,1116660000,31,38,38,44,41,38.4,36,30,39,36,40,36.2
P06686,P06686,-1.122585024,0.459270166,0.471758644,0.999921583,Atp1a2,6963700000,8000600000,7572400000,8498800000,7771100000,7761320000,3088400000,3497600000,3634900000,4035300000,3539100000,3559060000,170,219,200,230,202,204.2,98,102,112,111,95,103.6
P06761,P06761,0.518067171,1.432035414,0.737393795,0.999921583,Hspa5,5047500000,6932400000,6734100000,6277100000,6424300000,6283080000,9061200000,1.06E+10,8290100000,6.77E+09,1.01E+10,8964660000,118,164,151,181,153,153.4,148,187,229,219,239,204.4
P07150,P07150,1.760940603,3.389190201,0.266998012,0.999921583,Anxa1,1515600000,1212300000,1519900000,1282300000,1668600000,1439740000,4.95E+09,6.05E+09,4381500000,4506500000,4459900000,4869580000,72,58,68,56,63,63.4,152,194,115,166,99,145.2
P07323,P07323,0.99801137,1.997245073,0.521277291,0.999921583,Eno2,52799000,62164000,55232000,64973000,56845000,58402600,113580000,132760000,105580000,104830000,124940000,116338000,8,6,11,5,7,7.4,12,16,12,4,13,11.4
P07335,P07335,0.033938645,1.023803359,0.982428437,0.999921583,Ckb,2.66E+10,3.22E+10,2.52E+10,2.88E+10,2.53E+10,27620200000,2.74E+10,3.14E+10,3.20E+10,2.83E+10,2.22E+10,28243400000,1010,1072,1023,870,828,960.6,898,930,866,766,753,842.6
P07340;A0A096MJI9,P07340,-0.263652362,0.832976464,0.864239311,0.999921583,Atp1b1,102480000,91642000,108240000,78476000,84389000,93045400,75243000,83028000,101940000,65257000,61383000,77370200,4,6,4,5,6,5,4,9,4,4,5,5.2
P07687;F1LTS8,P07687,0.429622721,1.346881308,0.780786571,0.999921583,Ephx1,298290000,349310000,297140000,329510000,347300000,324310000,429610000,410740000,486910000,439130000,413020000,435882000,37,40,34,24,27,32.4,34,30,32,29,24,29.8
P07872-2;F1M609;F1LQC1;P07872,P07872-2,0.180396302,1.133195126,0.906835212,0.999921583,Acox1,311390000,319040000,340900000,338750000,351710000,332358000,328470000,325860000,364180000,397640000,461540000,375538000,54,47,41,28,26,39.2,27,29,29,14,20,23.8
P07943,P07943,0.139288366,1.101361716,0.927989525,0.999921583,Akr1b1,1010100000,1.08E+09,940220000,979540000,982740000,999320000,1023900000,1.12E+09,1164600000,1181400000,1008500000,1098880000,52,50,53,44,35,46.8,44,44,44,35,39,41.2
P08009,P08009,-0.648280979,0.638040108,0.67524788,0.999921583,Gstm3,276290000,232280000,262920000,196560000,193640000,232338000,146340000,140330000,124920000,170370000,157620000,147916000,16,12,12,12,9,12.2,11,13,9,6,5,8.8
P08461,P08461,-0.549220108,0.683389455,0.722325299,0.999921583,Dlat,284540000,3.65E+08,342840000,210080000,355640000,311620000,297790000,224120000,188690000,161780000,187910000,212058000,14,15,18,22,19,17.6,11,14,15,18,10,13.6
P09117;A0A0G2K3Q6,P09117,-0.575057897,0.671259312,0.70992001,0.999921583,Aldoc,4297600000,4842300000,3868700000,4543100000,4389200000,4388180000,2674800000,2970300000,3381400000,2946400000,2730300000,2940640000,209,164,163,135,152,164.6,116,107,103,94,96,103.2
P09330,P09330,-0.027873655,0.9808649,0.985568121,0.999921583,Prps2,7.00E+07,65837000,62919000,58998000,59923000,63535400,52762000,77344000,64049000,54324000,62487000,62193200,13,9,10,8,6,9.2,7,12,4,3,7,6.6
P09456;Q6LCA5,P09456,-0.00512944,0.996450856,0.997344019,0.999921583,Prkar1a,128700000,128700000,149210000,140700000,115500000,132562000,133020000,132530000,148670000,133080000,112170000,131894000,20,18,21,18,12,17.8,18,16,12,14,11,14.2
P09495;A0A0G2K2G8,P09495,0.328282181,1.255517538,0.831473692,0.999921583,Tpm4,250690000,174490000,246640000,266960000,276840000,243124000,241880000,297660000,250650000,328460000,403620000,304454000,17,13,13,15,17,15,16,13,18,15,17,15.8
P09527;A0A0G2K930,P09527,-0.20489705,0.867600596,0.894261737,0.999921583,Rab7a,679610000,635960000,685860000,610870000,630450000,648550000,664980000,542260000,460370000,516920000,619160000,560738000,42,25,30,25,28,30,29,31,25,22,29,27.2
P09606,P09606,0.463752955,1.379124742,0.763939476,0.999921583,Glul,3568400000,4121300000,3272600000,4129700000,4.32E+09,3883200000,4810900000,5692300000,5447100000,5541600000,5237100000,5345800000,112,114,91,89,101,101.4,114,118,118,110,105,113
P09895;D3ZHP8,P09895,0.111198139,1.080124893,0.942479443,0.999921583,Rpl5;Rpl5l1,1076800000,1.01E+09,926930000,958330000,988750000,992962000,1078400000,1188100000,1023500000,1074100000,988750000,1070570000,50,61,58,42,44,51,46,56,48,51,47,49.6
